ProductTitle,ProductId,SkuId,SkuTitle,Publisher,SkuDescription,UnitOfMeasure,TermDuration,BillingPlan,Market,Currency,UnitPrice,PricingTierRangeMin,PricingTierRangeMax,EffectiveStartDate,EffectiveEndDate,Tags,ERP Price,Segment
eCommerce,CFQ7TTC0HD42,000B,Dynamics 365 Commerce Scale Unit Basic - Cloud,Microsoft Corporation,"Cloud Scale Unit addon, includes 3K Dynamics 365 Commerce transactions per month OR 65 Devices.",,P1Y,Monthly,US,USD,50400,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,72000,Commercial
eCommerce,CFQ7TTC0HD42,000C,Dynamics 365 Commerce Ratings and Reviews,Microsoft Corporation,"Dynamics 365 Commerce addon for Ratings and Reviews, see licensing guide for details.",,P3Y,Monthly,US,USD,18900,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,27000,Commercial
eCommerce,CFQ7TTC0HD42,000C,Dynamics 365 Commerce Ratings and Reviews,Microsoft Corporation,"Dynamics 365 Commerce addon for Ratings and Reviews, see licensing guide for details.",,P1M,Monthly,US,USD,630,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
eCommerce,CFQ7TTC0HD42,000C,Dynamics 365 Commerce Ratings and Reviews,Microsoft Corporation,"Dynamics 365 Commerce addon for Ratings and Reviews, see licensing guide for details.",,P3Y,Triennial,US,USD,18900,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,27000,Commercial
eCommerce,CFQ7TTC0HD42,000C,Dynamics 365 Commerce Ratings and Reviews,Microsoft Corporation,"Dynamics 365 Commerce addon for Ratings and Reviews, see licensing guide for details.",,P3Y,Annual,US,USD,18900,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,27000,Commercial
eCommerce,CFQ7TTC0HD42,000C,Dynamics 365 Commerce Ratings and Reviews,Microsoft Corporation,"Dynamics 365 Commerce addon for Ratings and Reviews, see licensing guide for details.",,P1Y,Annual,US,USD,6300,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9000,Commercial
eCommerce,CFQ7TTC0HD42,000C,Dynamics 365 Commerce Ratings and Reviews,Microsoft Corporation,"Dynamics 365 Commerce addon for Ratings and Reviews, see licensing guide for details.",,P1Y,Monthly,US,USD,6300,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9000,Commercial
Enterprise Mobility + Security E3,CFQ7TTC0LHT4,1,Enterprise Mobility + Security E3,Microsoft Corporation,"A convenient cost effective way for customers to purchase Microsoft’s end user and device cloud services:  Azure AD Premium P1, Azure Information Protection Premium P1, Microsoft Advanced Threat Analytics and Microsoft Intune.",,P1M,Monthly,US,USD,10.18,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12.72,Commercial
Enterprise Mobility + Security E3,CFQ7TTC0LHT4,1,Enterprise Mobility + Security E3,Microsoft Corporation,"A convenient cost effective way for customers to purchase Microsoft’s end user and device cloud services:  Azure AD Premium P1, Azure Information Protection Premium P1, Microsoft Advanced Threat Analytics and Microsoft Intune.",,P1Y,Annual,US,USD,101.76,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,127.2,Commercial
Enterprise Mobility + Security E3,CFQ7TTC0LHT4,1,Enterprise Mobility + Security E3,Microsoft Corporation,"A convenient cost effective way for customers to purchase Microsoft’s end user and device cloud services:  Azure AD Premium P1, Azure Information Protection Premium P1, Microsoft Advanced Threat Analytics and Microsoft Intune.",,P1Y,Monthly,US,USD,101.76,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,127.2,Commercial
Enterprise Mobility + Security E5,CFQ7TTC0LFJ1,9,Enterprise Mobility + Security E5,Microsoft Corporation,"Microsoft Enterprise Mobility + Security E5 is the most comprehensive cloud delivered solution for securing your company data in a mobile-first, cloud-first world.",,P1M,None,US,USD,0,,,1753-01-02T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License;Trial,0,Commercial
Enterprise Mobility + Security E5,CFQ7TTC0LFJ1,1,Enterprise Mobility + Security E5,Microsoft Corporation,"Microsoft Enterprise Mobility + Security E5 is the most comprehensive cloud delivered solution for securing your company data in a mobile-first, cloud-first world.",,P1M,Monthly,US,USD,15.74,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,19.68,Commercial
Enterprise Mobility + Security E5,CFQ7TTC0LFJ1,1,Enterprise Mobility + Security E5,Microsoft Corporation,"Microsoft Enterprise Mobility + Security E5 is the most comprehensive cloud delivered solution for securing your company data in a mobile-first, cloud-first world.",,P1Y,Annual,US,USD,157.44,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,196.8,Commercial
Enterprise Mobility + Security E5,CFQ7TTC0LFJ1,1,Enterprise Mobility + Security E5,Microsoft Corporation,"Microsoft Enterprise Mobility + Security E5 is the most comprehensive cloud delivered solution for securing your company data in a mobile-first, cloud-first world.",,P1Y,Monthly,US,USD,157.44,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,196.8,Commercial
Exchange Online (Plan 1),CFQ7TTC0LH16,1,Exchange Online (Plan 1),Microsoft Corporation,"Messaging, calendaring, and email archiving plan accessible from Outlook on PCs, the Web and mobile devices.",,P1M,Monthly,US,USD,3.84,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,4.8,Commercial
Exchange Online (Plan 1),CFQ7TTC0LH16,1,Exchange Online (Plan 1),Microsoft Corporation,"Messaging, calendaring, and email archiving plan accessible from Outlook on PCs, the Web and mobile devices.",,P1Y,Annual,US,USD,38.4,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,48,Commercial
Exchange Online (Plan 1),CFQ7TTC0LH16,1,Exchange Online (Plan 1),Microsoft Corporation,"Messaging, calendaring, and email archiving plan accessible from Outlook on PCs, the Web and mobile devices.",,P1Y,Monthly,US,USD,38.4,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,48,Commercial
Exchange Online (Plan 2),CFQ7TTC0LH1P,1,Exchange Online (Plan 2),Microsoft Corporation,"Best messaging and calendaring plan accessible from PCs, the Web and mobile devices with advanced archiving, compliance and integrated voicemail capabilities.",,P1M,Monthly,US,USD,7.68,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9.6,Commercial
Exchange Online (Plan 2),CFQ7TTC0LH1P,1,Exchange Online (Plan 2),Microsoft Corporation,"Best messaging and calendaring plan accessible from PCs, the Web and mobile devices with advanced archiving, compliance and integrated voicemail capabilities.",,P1Y,Annual,US,USD,76.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,96,Commercial
Exchange Online (Plan 2),CFQ7TTC0LH1P,1,Exchange Online (Plan 2),Microsoft Corporation,"Best messaging and calendaring plan accessible from PCs, the Web and mobile devices with advanced archiving, compliance and integrated voicemail capabilities.",,P1Y,Monthly,US,USD,76.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,96,Commercial
Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,1,Exchange Online Archiving for Exchange Online,Microsoft Corporation,"A cloud-based, enterprise-class archiving solution for Office 365 Enterprise K1 and Exchange Online (Plan 1). This solution can assist your organization with archiving, compliance, regulatory, and e-discovery challenges.",,P1M,Monthly,US,USD,2.88,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,3.6,Commercial
Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,1,Exchange Online Archiving for Exchange Online,Microsoft Corporation,"A cloud-based, enterprise-class archiving solution for Office 365 Enterprise K1 and Exchange Online (Plan 1). This solution can assist your organization with archiving, compliance, regulatory, and e-discovery challenges.",,P1Y,Annual,US,USD,28.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,36,Commercial
Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,1,Exchange Online Archiving for Exchange Online,Microsoft Corporation,"A cloud-based, enterprise-class archiving solution for Office 365 Enterprise K1 and Exchange Online (Plan 1). This solution can assist your organization with archiving, compliance, regulatory, and e-discovery challenges.",,P1Y,Monthly,US,USD,28.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,36,Commercial
Exchange Online Archiving for Exchange Server,CFQ7TTC0LHQ5,1,Exchange Online Archiving for Exchange Server,Microsoft Corporation,A personal e-mail archive for users who have mailboxes on Exchange Server 2010 or later.,,P1M,Monthly,US,USD,2.88,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,3.6,Commercial
Exchange Online Archiving for Exchange Server,CFQ7TTC0LHQ5,1,Exchange Online Archiving for Exchange Server,Microsoft Corporation,A personal e-mail archive for users who have mailboxes on Exchange Server 2010 or later.,,P1Y,Annual,US,USD,28.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,36,Commercial
Exchange Online Archiving for Exchange Server,CFQ7TTC0LHQ5,1,Exchange Online Archiving for Exchange Server,Microsoft Corporation,A personal e-mail archive for users who have mailboxes on Exchange Server 2010 or later.,,P1Y,Monthly,US,USD,28.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,36,Commercial
Exchange Online Kiosk,CFQ7TTC0LH0L,1,Exchange Online Kiosk,Microsoft Corporation,Basic messaging and calendaring plan with Web email and POP access.,,P1M,Monthly,US,USD,1.92,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2.4,Commercial
Exchange Online Kiosk,CFQ7TTC0LH0L,1,Exchange Online Kiosk,Microsoft Corporation,Basic messaging and calendaring plan with Web email and POP access.,,P1Y,Annual,US,USD,19.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,24,Commercial
Exchange Online Kiosk,CFQ7TTC0LH0L,1,Exchange Online Kiosk,Microsoft Corporation,Basic messaging and calendaring plan with Web email and POP access.,,P1Y,Monthly,US,USD,19.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,24,Commercial
Exchange Online Protection,CFQ7TTC0LGZM,1,Exchange Online Protection,Microsoft Corporation,Advanced anti-malware and anti-spam protection for email deployments.,,P1M,Monthly,US,USD,0.96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,1.2,Commercial
Exchange Online Protection,CFQ7TTC0LGZM,1,Exchange Online Protection,Microsoft Corporation,Advanced anti-malware and anti-spam protection for email deployments.,,P1Y,Annual,US,USD,9.6,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12,Commercial
Exchange Online Protection,CFQ7TTC0LGZM,1,Exchange Online Protection,Microsoft Corporation,Advanced anti-malware and anti-spam protection for email deployments.,,P1Y,Monthly,US,USD,9.6,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12,Commercial
Extra Graph Connector Capacity,CFQ7TTC0HDJX,1,Extra Graph Connector Capacity,Microsoft Corporation,This offer provides additional storage capacity for indexing information in disparate systems outside of Microsoft 365 with Microsoft Graph Connectors. Capacity can be purchased in increments of 1 million items at the listed price,,P1M,Monthly,US,USD,960,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,1200,Commercial
Extra Graph Connector Capacity,CFQ7TTC0HDJX,1,Extra Graph Connector Capacity,Microsoft Corporation,This offer provides additional storage capacity for indexing information in disparate systems outside of Microsoft 365 with Microsoft Graph Connectors. Capacity can be purchased in increments of 1 million items at the listed price,,P1Y,Annual,US,USD,9600,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12000,Commercial
Extra Graph Connector Capacity,CFQ7TTC0HDJX,1,Extra Graph Connector Capacity,Microsoft Corporation,This offer provides additional storage capacity for indexing information in disparate systems outside of Microsoft 365 with Microsoft Graph Connectors. Capacity can be purchased in increments of 1 million items at the listed price,,P1Y,Monthly,US,USD,9600,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12000,Commercial
Fundraising and Engagement,CFQ7TTC0JLX1,4,Fundraising and Engagement,Microsoft Corporation,"Fundraising and engagement uniquely brings together trusted and intelligent cloud capabilities to provide nonprofits with a holistic, connected platform to help accelerate mission outcomes.",,P1Y,Monthly,US,USD,0,,,2024-01-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,0,Commercial
Fundraising and Engagement,CFQ7TTC0JLX1,4,Fundraising and Engagement,Microsoft Corporation,"Fundraising and engagement uniquely brings together trusted and intelligent cloud capabilities to provide nonprofits with a holistic, connected platform to help accelerate mission outcomes.",,P1Y,Annual,US,USD,0,,,2024-01-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,0,Commercial
Insider Risk Management Forensic Evidence,CFQ7TTC0RWPR,1,Insider Risk Management Forensic Evidence 100GB Add-on,Microsoft Corporation,"Microsoft Purview Insider Risk Management forensic evidence add-on is an opt-in, capacity add-on feature in Microsoft Purview Insider Risk Management that gives security teams visual insights into potential insider data security incidents, with user privacy built in. Organizations can purchase the add-on in units of 100GB per month. Purchased capacity applies to the ingestion of forensic evidence beginning on the date of purchase and resets on the first of the month. Unused capacity does not carry over.  We recommend you purchase the license at the beginning of the month to maximize the value of the license. Learn more at: https://aka.ms/ForensicEvidenceSKU",,P1M,Monthly,US,USD,72,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,90,Commercial
Insider Risk Management Forensic Evidence,CFQ7TTC0RWPR,1,Insider Risk Management Forensic Evidence 100GB Add-on,Microsoft Corporation,"Microsoft Purview Insider Risk Management forensic evidence add-on is an opt-in, capacity add-on feature in Microsoft Purview Insider Risk Management that gives security teams visual insights into potential insider data security incidents, with user privacy built in. Organizations can purchase the add-on in units of 100GB per month. Purchased capacity applies to the ingestion of forensic evidence beginning on the date of purchase and resets on the first of the month. Unused capacity does not carry over.  We recommend you purchase the license at the beginning of the month to maximize the value of the license. Learn more at: https://aka.ms/ForensicEvidenceSKU",,P3Y,Triennial,US,USD,2160,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2700,Commercial
Insider Risk Management Forensic Evidence,CFQ7TTC0RWPR,1,Insider Risk Management Forensic Evidence 100GB Add-on,Microsoft Corporation,"Microsoft Purview Insider Risk Management forensic evidence add-on is an opt-in, capacity add-on feature in Microsoft Purview Insider Risk Management that gives security teams visual insights into potential insider data security incidents, with user privacy built in. Organizations can purchase the add-on in units of 100GB per month. Purchased capacity applies to the ingestion of forensic evidence beginning on the date of purchase and resets on the first of the month. Unused capacity does not carry over.  We recommend you purchase the license at the beginning of the month to maximize the value of the license. Learn more at: https://aka.ms/ForensicEvidenceSKU",,P1Y,Annual,US,USD,720,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
Insider Risk Management Forensic Evidence,CFQ7TTC0RWPR,1,Insider Risk Management Forensic Evidence 100GB Add-on,Microsoft Corporation,"Microsoft Purview Insider Risk Management forensic evidence add-on is an opt-in, capacity add-on feature in Microsoft Purview Insider Risk Management that gives security teams visual insights into potential insider data security incidents, with user privacy built in. Organizations can purchase the add-on in units of 100GB per month. Purchased capacity applies to the ingestion of forensic evidence beginning on the date of purchase and resets on the first of the month. Unused capacity does not carry over.  We recommend you purchase the license at the beginning of the month to maximize the value of the license. Learn more at: https://aka.ms/ForensicEvidenceSKU",,P1Y,Monthly,US,USD,720,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
Insider Risk Management Forensic Evidence,CFQ7TTC0RWPR,1,Insider Risk Management Forensic Evidence 100GB Add-on,Microsoft Corporation,"Microsoft Purview Insider Risk Management forensic evidence add-on is an opt-in, capacity add-on feature in Microsoft Purview Insider Risk Management that gives security teams visual insights into potential insider data security incidents, with user privacy built in. Organizations can purchase the add-on in units of 100GB per month. Purchased capacity applies to the ingestion of forensic evidence beginning on the date of purchase and resets on the first of the month. Unused capacity does not carry over.  We recommend you purchase the license at the beginning of the month to maximize the value of the license. Learn more at: https://aka.ms/ForensicEvidenceSKU",,P3Y,Annual,US,USD,2160,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2700,Commercial
IoT Intelligence,CFQ7TTC0HD4F,1,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,"Dynamics 365 IOT Intelligence Add-on, includes entitlement to one scenario and ten machines.",,P3Y,Monthly,US,USD,37800,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,54000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,1,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,"Dynamics 365 IOT Intelligence Add-on, includes entitlement to one scenario and ten machines.",,P1M,Monthly,US,USD,1260,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,1800,Commercial
IoT Intelligence,CFQ7TTC0HD4F,1,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,"Dynamics 365 IOT Intelligence Add-on, includes entitlement to one scenario and ten machines.",,P3Y,Triennial,US,USD,37800,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,54000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,1,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,"Dynamics 365 IOT Intelligence Add-on, includes entitlement to one scenario and ten machines.",,P3Y,Annual,US,USD,37800,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,54000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,1,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,"Dynamics 365 IOT Intelligence Add-on, includes entitlement to one scenario and ten machines.",,P1Y,Annual,US,USD,12600,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,18000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,1,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,"Dynamics 365 IOT Intelligence Add-on, includes entitlement to one scenario and ten machines.",,P1Y,Monthly,US,USD,12600,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,18000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,2,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,10 additional machines for Dynamics 365 IOT Intelligence add-on.,,P3Y,Monthly,US,USD,6300,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,2,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,10 additional machines for Dynamics 365 IOT Intelligence add-on.,,P1M,Monthly,US,USD,210,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,300,Commercial
IoT Intelligence,CFQ7TTC0HD4F,2,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,10 additional machines for Dynamics 365 IOT Intelligence add-on.,,P3Y,Triennial,US,USD,6300,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,2,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,10 additional machines for Dynamics 365 IOT Intelligence add-on.,,P3Y,Annual,US,USD,6300,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,2,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,10 additional machines for Dynamics 365 IOT Intelligence add-on.,,P1Y,Annual,US,USD,2100,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,3000,Commercial
IoT Intelligence,CFQ7TTC0HD4F,2,Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,Microsoft Corporation,10 additional machines for Dynamics 365 IOT Intelligence add-on.,,P1Y,Monthly,US,USD,2100,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,3000,Commercial
M365 F5 eDiscovery and Audit,CFQ7TTC0QB4T,1,M365 F5 eDiscovery and Audit,Microsoft Corporation,"Manage eDiscovery communications using tools to send and track custodian responses and escalate with reminders and manager notifications. Investigate data leakage, examine associated user activities, and take actions to remediate such as deleting associated data.",,P1Y,Annual,US,USD,38.4,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,48,Commercial
M365 F5 eDiscovery and Audit,CFQ7TTC0QB4T,1,M365 F5 eDiscovery and Audit,Microsoft Corporation,"Manage eDiscovery communications using tools to send and track custodian responses and escalate with reminders and manager notifications. Investigate data leakage, examine associated user activities, and take actions to remediate such as deleting associated data.",,P1M,Monthly,US,USD,3.84,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,4.8,Commercial
M365 F5 eDiscovery and Audit,CFQ7TTC0QB4T,1,M365 F5 eDiscovery and Audit,Microsoft Corporation,"Manage eDiscovery communications using tools to send and track custodian responses and escalate with reminders and manager notifications. Investigate data leakage, examine associated user activities, and take actions to remediate such as deleting associated data.",,P1Y,Monthly,US,USD,38.4,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,48,Commercial
M365 F5 Information Protection and Governance,CFQ7TTC0QB3R,1,M365 F5 Information Protection and Governance,Microsoft Corporation,Enable secured and compliant collaboration with data loss prevention policies that help avoid leaks and restrict external sharing of sensitive data. Configure protection and governance labels and locate your sensitive data and understand how it is being used.,,P1Y,Annual,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
M365 F5 Information Protection and Governance,CFQ7TTC0QB3R,1,M365 F5 Information Protection and Governance,Microsoft Corporation,Enable secured and compliant collaboration with data loss prevention policies that help avoid leaks and restrict external sharing of sensitive data. Configure protection and governance labels and locate your sensitive data and understand how it is being used.,,P1M,Monthly,US,USD,4.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,6,Commercial
M365 F5 Information Protection and Governance,CFQ7TTC0QB3R,1,M365 F5 Information Protection and Governance,Microsoft Corporation,Enable secured and compliant collaboration with data loss prevention policies that help avoid leaks and restrict external sharing of sensitive data. Configure protection and governance labels and locate your sensitive data and understand how it is being used.,,P1Y,Monthly,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
M365 F5 Insider Risk Management,CFQ7TTC0QB3G,1,M365 F5 Insider Risk Management,Microsoft Corporation,"Correlate multiple signals, from activities to communications, to view and manage alerts on potential insider risks and remediate. Proactively monitor and address data access governance when employees leave or move between compliance boundaries.",,P1Y,Annual,US,USD,38.4,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,48,Commercial
M365 F5 Insider Risk Management,CFQ7TTC0QB3G,1,M365 F5 Insider Risk Management,Microsoft Corporation,"Correlate multiple signals, from activities to communications, to view and manage alerts on potential insider risks and remediate. Proactively monitor and address data access governance when employees leave or move between compliance boundaries.",,P1M,Monthly,US,USD,3.84,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,4.8,Commercial
M365 F5 Insider Risk Management,CFQ7TTC0QB3G,1,M365 F5 Insider Risk Management,Microsoft Corporation,"Correlate multiple signals, from activities to communications, to view and manage alerts on potential insider risks and remediate. Proactively monitor and address data access governance when employees leave or move between compliance boundaries.",,P1Y,Monthly,US,USD,38.4,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,48,Commercial
Microsoft 365 Apps for business,CFQ7TTC0LH1G,1,Microsoft 365 Apps for business,Microsoft Corporation,Best for businesses that need Office apps across devices and cloud file storage. Professional email and Microsoft Teams not included. For businesses with up to 300 employees.,,P1M,Monthly,US,USD,7.97,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,9.96,Commercial
Microsoft 365 Apps for business,CFQ7TTC0LH1G,1,Microsoft 365 Apps for business,Microsoft Corporation,Best for businesses that need Office apps across devices and cloud file storage. Professional email and Microsoft Teams not included. For businesses with up to 300 employees.,,P1Y,Annual,US,USD,79.68,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,99.6,Commercial
Microsoft 365 Apps for business,CFQ7TTC0LH1G,1,Microsoft 365 Apps for business,Microsoft Corporation,Best for businesses that need Office apps across devices and cloud file storage. Professional email and Microsoft Teams not included. For businesses with up to 300 employees.,,P1Y,Monthly,US,USD,79.68,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,99.6,Commercial
Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,1,Microsoft 365 Apps for enterprise (Non-Profit Pricing),Microsoft Corporation,"The premium Office suite for organizations - including Word, Excel, PowerPoint, Outlook, OneNote, Access, and Skype for Business - plus online file storage and sharing. Connected to the cloud, enabling you to roam between your devices of choice as part of the Office 365 experience.",,P1M,Monthly,US,USD,11.52,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,14.4,Commercial
Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,1,Microsoft 365 Apps for enterprise (Non-Profit Pricing),Microsoft Corporation,"The premium Office suite for organizations - including Word, Excel, PowerPoint, Outlook, OneNote, Access, and Skype for Business - plus online file storage and sharing. Connected to the cloud, enabling you to roam between your devices of choice as part of the Office 365 experience.",,P1Y,Annual,US,USD,115.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,144,Commercial
Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,1,Microsoft 365 Apps for enterprise (Non-Profit Pricing),Microsoft Corporation,"The premium Office suite for organizations - including Word, Excel, PowerPoint, Outlook, OneNote, Access, and Skype for Business - plus online file storage and sharing. Connected to the cloud, enabling you to roam between your devices of choice as part of the Office 365 experience.",,P1Y,Monthly,US,USD,115.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,144,Commercial
Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,1,Microsoft 365 Audio Conferencing,Microsoft Corporation,"Enables users to dial-in a number to join meetings, or dial-out to bring participants into the meeting. There are base pre-requisites required to purchase this offering.",,P1M,Monthly,US,USD,3,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License;IncludeOverage,3,Commercial
Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,1,Microsoft 365 Audio Conferencing,Microsoft Corporation,"Enables users to dial-in a number to join meetings, or dial-out to bring participants into the meeting. There are base pre-requisites required to purchase this offering.",,P1Y,Annual,US,USD,30,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License;IncludeOverage,30,Commercial
